ID,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Children,Has_child,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
2574,1977,Postgraduate,Couple,0,1,31-01-2013,27,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1 child,Has child,High potential,Mature,Medium to high income,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
8159,1968,Graduate,Couple,1,1,01-04-2014,10,3,4,1,3,7,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1160,1970,Graduate,Couple,1,1,23-08-2013,48,4,3,0,3,8,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
10242,1966,Postgraduate,Couple,1,1,16-09-2013,39,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
5253,1956,Postgraduate,Couple,1,1,09-07-2013,85,6,4,2,4,7,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Senior,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
5966,1974,Postgraduate,Couple,1,1,10-11-2012,64,5,3,1,6,6,0,1,0,0,0,0,3,11,0,2 children,Has child,Stars,Mature,Low to medium income,Old customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
5314,1951,Graduate,Couple,0,1,18-03-2013,69,7,7,1,5,8,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Senior,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
5081,1967,Undergraduate,Couple,1,1,20-10-2013,54,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low to medium income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
5123,1951,Postgraduate,Couple,0,0,15-04-2013,57,1,2,1,3,7,0,0,0,0,0,0,3,11,0,No child,No child,Stars,Senior,Low income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
5756,1983,Graduate,Couple,1,0,03-04-2014,64,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Adult,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
8036,1971,Undergraduate,Couple,1,1,18-04-2014,10,4,2,1,4,4,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low income,New customers,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
9058,1955,Graduate,Alone,0,0,23-09-2012,65,1,5,11,5,3,1,0,1,1,0,0,3,11,1,No child,No child,High potential,Senior,High income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer
5057,1961,Postgraduate,Couple,0,1,14-09-2013,74,2,4,4,10,2,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
254,1955,Graduate,Couple,0,1,17-05-2014,4,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Senior,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
4179,1959,Graduate,Couple,0,0,20-08-2013,94,1,1,1,3,4,0,0,0,0,0,0,3,11,0,No child,No child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
3710,1984,Postgraduate,Alone,1,0,12-10-2012,41,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1 child,Has child,Stars,Adult,Low to medium income,Old customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
7627,1975,Postgraduate,Couple,0,0,12-12-2012,25,0,5,11,5,2,0,0,1,1,0,0,3,11,1,No child,No child,High potential,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
4501,1965,Postgraduate,Alone,0,0,10-11-2013,94,1,3,7,9,1,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Mature,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
6424,1977,Graduate,Couple,1,0,30-01-2014,9,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Mature,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
3075,1972,Postgraduate,Couple,0,0,11-09-2013,47,1,3,4,7,1,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer
4992,1975,Postgraduate,Couple,1,0,19-09-2013,12,3,3,1,2,7,0,0,0,0,0,0,3,11,1,1 child,Has child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
5252,1969,Graduate,Alone,1,0,26-10-2012,80,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
7444,1969,Postgraduate,Couple,1,1,19-10-2013,20,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low to medium income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
6919,1978,Undergraduate,Couple,1,0,04-06-2013,39,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Adult,Low income,Experienced customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
3537,1981,Graduate,Couple,1,0,17-08-2012,57,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Adult,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
10277,1961,Graduate,Alone,0,1,21-02-2013,27,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
2453,1960,Graduate,Couple,0,1,31-08-2012,83,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
7972,1955,Graduate,Alone,0,0,17-09-2013,79,1,3,4,9,1,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Senior,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
895,1948,Postgraduate,Couple,0,2,09-12-2012,69,3,5,2,10,5,0,0,0,0,0,0,3,11,0,2 children,Has child,High potential,Senior,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1177,1966,Postgraduate,Couple,1,1,26-01-2013,77,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2 children,Has child,Stars,Mature,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
7141,1986,Postgraduate,Alone,1,0,29-12-2012,15,4,5,1,2,10,0,0,0,0,0,0,3,11,1,1 child,Has child,Stars,Adult,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
7232,1973,Graduate,Alone,0,1,11-02-2014,99,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
8477,1956,Graduate,Alone,2,1,11-03-2013,61,1,1,0,3,7,0,0,0,0,0,0,3,11,0,3 children,Has child,Stars,Senior,Low income,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
2457,1975,Undergraduate,Couple,0,1,26-10-2012,23,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
988,1965,Graduate,Couple,0,0,07-05-2014,84,1,6,4,7,3,0,0,0,1,0,0,3,11,0,No child,No child,Need attention,Mature,High income,New customers,Frequent consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
7930,1969,Postgraduate,Alone,0,0,19-08-2013,74,2,3,1,6,6,0,0,0,0,0,0,3,11,0,No child,No child,Leaky bucket,Mature,Low income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
4587,1944,Postgraduate,Alone,0,0,18-07-2013,90,1,3,1,7,3,0,0,0,0,0,0,3,11,0,No child,No child,Leaky bucket,Senior,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer
6682,1973,Undergraduate,Couple,1,0,11-12-2012,41,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
6222,1967,Graduate,Couple,2,1,28-10-2013,28,2,2,0,3,7,0,0,0,0,0,0,3,11,0,3 children,Has child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
10299,1969,Postgraduate,Alone,0,0,09-11-2012,73,3,6,3,13,5,0,0,0,0,0,0,3,11,1,No child,No child,High potential,Mature,Low to medium income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
3083,1974,Graduate,Couple,1,1,26-07-2013,88,5,6,2,5,7,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
8953,1965,Postgraduate,Alone,2,1,06-05-2013,94,2,1,0,3,8,0,0,0,0,0,0,3,11,0,3 children,Has child,Stars,Mature,Low to medium income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
8650,1978,Graduate,Alone,1,1,18-03-2013,31,1,1,0,3,4,0,0,0,0,0,0,3,11,0,2 children,Has child,Stars,Adult,Medium to high income,Experienced customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
10862,1960,Postgraduate,Couple,0,1,17-08-2012,6,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
2782,1961,Postgraduate,Couple,0,1,11-07-2013,23,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
6941,1971,Graduate,Alone,0,0,14-07-2013,92,1,2,1,2,7,0,0,0,0,0,0,3,11,0,No child,No child,Stars,Mature,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
10972,1949,Graduate,Alone,0,0,10-03-2014,52,1,4,3,6,1,0,1,1,0,0,0,3,11,0,No child,No child,Need attention,Senior,High income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
10708,1978,Undergraduate,Alone,1,0,28-12-2013,50,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Adult,Low to medium income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Low consumer
6583,1955,Undergraduate,Couple,0,0,03-06-2013,54,1,6,8,6,3,0,0,0,1,0,0,3,11,0,No child,No child,High potential,Senior,High income,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
3641,1976,Graduate,Couple,1,0,20-01-2013,93,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
10156,1975,Graduate,Alone,0,1,03-06-2013,56,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,High income,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
4299,1960,Graduate,Couple,0,1,21-09-2012,28,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1 child,Has child,High potential,Mature,High income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
3469,1977,Postgraduate,Alone,1,1,06-09-2012,94,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2 children,Has child,Stars,Mature,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
5063,1977,Graduate,Alone,1,0,18-12-2012,76,3,4,1,4,9,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
10727,1970,Postgraduate,Couple,1,0,19-11-2013,43,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,High income,Discovering customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
9624,1958,Postgraduate,Couple,0,0,13-06-2014,46,1,3,4,6,1,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Mature,Medium to high income,New customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
5156,1970,Undergraduate,Couple,0,1,15-01-2014,13,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
4376,1960,Undergraduate,Alone,0,0,15-02-2014,27,1,2,1,3,7,1,0,0,0,0,0,3,11,1,No child,No child,Leaky bucket,Mature,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
8923,1973,Graduate,Alone,0,0,18-04-2013,12,1,6,7,7,3,0,0,0,0,0,0,3,11,1,No child,No child,High potential,Mature,High income,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
8461,1962,Graduate,Alone,2,1,10-03-2014,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3 children,Has child,Leaky bucket,Mature,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
6945,1952,Graduate,Alone,0,0,04-06-2013,72,1,9,11,11,5,0,0,0,0,0,0,3,11,0,No child,No child,High potential,Senior,High income,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
944,1962,Graduate,Couple,0,1,08-01-2013,6,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1907,1950,Postgraduate,Alone,0,1,28-09-2012,53,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1 child,Has child,High potential,Senior,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
701,1971,Graduate,Couple,0,1,06-11-2013,58,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
3856,1960,Graduate,Couple,0,1,05-10-2012,78,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
4149,1948,Postgraduate,Couple,0,0,13-05-2014,57,1,5,9,6,2,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Senior,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer
2131,1959,Postgraduate,Alone,0,1,30-12-2012,37,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
2942,1964,Graduate,Alone,0,1,07-05-2013,20,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
1173,1947,Postgraduate,Couple,0,0,10-03-2013,73,1,4,2,6,2,0,1,1,0,0,0,3,11,1,No child,No child,High potential,Senior,High income,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer
4381,1971,Postgraduate,Couple,1,1,18-08-2013,56,7,3,1,6,6,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
4611,1970,Graduate,Couple,0,0,21-01-2013,36,0,9,8,13,3,0,0,1,1,0,0,3,11,1,No child,No child,High potential,Mature,High income,Experienced customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
3376,1970,Postgraduate,Alone,1,0,13-12-2013,9,1,3,1,6,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
4679,1977,Postgraduate,Couple,0,1,23-05-2014,42,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,High income,New customers,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
10928,1958,Graduate,Couple,0,1,16-09-2013,28,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
4248,1960,Postgraduate,Alone,0,0,17-02-2014,23,0,4,6,9,1,0,1,0,0,0,0,3,11,0,No child,No child,Need attention,Mature,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
6728,1985,Graduate,Couple,1,0,27-08-2012,38,2,1,0,3,9,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Adult,Low income,Old customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
6661,1974,Graduate,Couple,0,1,12-08-2012,63,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
4725,1950,Postgraduate,Couple,0,1,13-04-2014,71,1,1,1,4,2,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Senior,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
3277,1955,Graduate,Alone,0,1,03-08-2012,9,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Senior,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
2564,1953,Graduate,Couple,0,1,04-01-2014,87,2,3,1,4,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Senior,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
946,1958,Undergraduate,Couple,0,0,22-09-2012,92,2,3,1,5,6,0,0,0,0,0,0,3,11,0,No child,No child,Stars,Mature,Low income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
3867,1947,Postgraduate,Couple,0,1,31-08-2013,36,1,9,3,13,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Senior,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer
6940,1966,Postgraduate,Alone,1,2,21-10-2013,86,4,3,2,3,6,1,0,0,0,0,0,3,11,0,3 children,Has child,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
55,1963,Graduate,Couple,0,1,07-12-2012,83,4,7,2,9,6,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
7093,1985,Graduate,Couple,1,0,14-11-2013,74,1,0,0,3,7,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Low consumer
5084,1975,Graduate,Alone,0,1,25-12-2013,87,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1777,1980,Undergraduate,Couple,0,0,07-09-2012,29,1,2,0,3,8,0,0,0,0,0,0,3,11,0,No child,No child,Stars,Adult,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
8162,1956,Postgraduate,Couple,0,0,01-01-2013,88,1,1,0,3,6,0,0,0,0,0,0,3,11,0,No child,No child,Stars,Senior,Low income,Old customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
10826,1959,Graduate,Couple,0,0,28-12-2012,77,1,1,1,2,8,0,0,0,0,0,0,3,11,0,No child,No child,Stars,Mature,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
8754,1974,Postgraduate,Couple,0,1,16-05-2013,25,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low to medium income,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1987,1987,Undergraduate,Alone,1,0,25-09-2013,34,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
11007,1968,Postgraduate,Couple,1,0,09-05-2013,43,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1 child,Has child,Stars,Mature,Low income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
7426,1971,Undergraduate,Couple,1,1,07-11-2013,76,3,3,1,5,3,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
9153,1964,Postgraduate,Couple,0,1,29-07-2013,81,3,7,8,10,5,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Low consumer
10379,1962,Postgraduate,Alone,0,2,08-11-2013,87,5,5,2,9,6,0,0,0,0,0,0,3,11,0,2 children,Has child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
9204,1970,Graduate,Alone,0,1,12-09-2012,33,4,4,3,6,3,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
3197,1980,Graduate,Couple,0,1,16-12-2013,38,2,6,4,8,4,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Adult,High income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
2920,1975,Postgraduate,Alone,0,1,01-12-2012,63,2,2,4,8,8,0,0,0,0,0,0,3,11,0,1 child,Has child,High potential,Mature,Medium to high income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
6961,1974,Graduate,Couple,2,0,22-05-2014,26,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2 children,Has child,Leaky bucket,Mature,Low income,New customers,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
4673,1963,Postgraduate,Couple,0,1,30-10-2012,17,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1 child,Has child,High potential,Mature,High income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
9937,1979,Graduate,Alone,0,0,02-01-2014,75,1,2,2,12,1,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Adult,High income,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
8779,1985,Undergraduate,Couple,1,0,16-06-2013,13,4,4,1,3,9,1,0,0,0,0,0,3,11,1,1 child,Has child,Stars,Adult,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
9596,1980,Postgraduate,Alone,0,0,23-12-2013,19,1,3,3,13,2,0,0,0,0,0,0,3,11,0,No child,No child,Need attention,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer
2891,1963,Graduate,Alone,0,1,18-10-2013,51,2,8,9,4,6,0,0,0,0,0,0,3,11,0,1 child,Has child,Need attention,Mature,Medium to high income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
4910,1967,Graduate,Alone,0,0,30-08-2012,81,1,11,5,13,7,0,0,0,0,0,0,3,11,0,No child,No child,High potential,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
75,1982,Undergraduate,Couple,0,0,25-07-2013,32,1,8,1,5,8,0,0,0,0,0,0,3,11,0,No child,No child,Leaky bucket,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
